UPC,Description,Size,Category,Big_Pack_UPC,Pre_Total_Sales,Pre_Total_Units,Pre_Total_Visits,Pre_Total_HHs,Pre_HH_Pen,Pre_Spend_per_HH,Pre_Visits_per_HH,Pre_Spend_per_Visit,Pre_Units_per_Visit,Pre_Spend_per_Unit,Pre_Repeat_HHs,Pre_Repeat_Rate,Covid_Total_Sales,Covid_Total_Units,Covid_Total_Visits,Covid_Total_HHs,Covid_HH_Pen,Covid_Spend_per_HH,Covid_Visits_per_HH,Covid_Spend_per_Visit,Covid_Units_per_Visit,Covid_Spend_per_Unit,Covid_Repeat_HHs,Covid_Repeat_Rate,Pre_Loyal_Sales,Pre_Price_Sens_Sales,Covid_Loyal_Sales,Covid_Price_Sens_Sales,Pre_Ecomm_Sales,Pre_Ecomm_HHs,Pre_Ecomm_Visits,Pre_Ecomm_Units,Covid_Ecomm_Sales,Covid_Ecomm_HHs,Covid_Ecomm_Visits,Covid_Ecomm_Units
0002791701950,VITAFUSION PRENATAL GUMMY,90 CT,VITAMIN PRODUCTS,N,"","","","","","","","","","","","",427977.44999984733,39159,37268,28285,0.15449002016863525,15.130898002469413,1.317588828000707,11.483778308464295,1.0507405817323172,10.929223167084126,5572,19.699487360791938,"","",271825.9800000002,78092.29000000004,"","","","",74141.31000000022,4620,6439,6798
0001291912212,SBST BLEND GRND COFFEE,12 OZ,COFFEE,N,1468581.5800002813,296404,261397,127694,0.7033928041242679,11.500787664262074,2.0470578100772157,5.61820365191751,1.1339227305592643,4.954661812931949,39323,30.794712359233795,1454868.5000004685,301427,253305,117866,0.6437730499273948,12.343411161831813,2.149093037856549,5.74354434377714,1.1899765105307831,4.826603124472819,37124,31.496784484075135,1038931.9499999874,314169.5499999999,983233.2699999909,274810.74,56124.85000000007,4314,9635,11586,179692.47999999998,11198,28031,36740
0001299322101,LACROIX COCONUT SPRKL 8PK,8/12 FO,SPARKLING WATER,N,1656848.3699995729,511177,412411,173765,0.9571714458678826,9.534994791814075,2.3733835927833566,4.017468908442241,1.2394843978458383,3.2412420159740614,65723,37.82292176215003,1877526.5499997095,551529,431871,178234,0.9734974104555961,10.534053828111974,2.423056207008764,4.347424462396663,1.2770688469473523,3.4042209022548398,69864,39.197908367651515,1133283.6399999936,187207.93000000014,1229046.7199999858,171695.59000000014,139162.58999999988,11975,32808,42042,297251.6199999999,23810,65269,85773
0002840031401,SMRTFD WHITE CHDR POPCORN,6.75 OZ,BAG SNACKS,N,"","","","","","","","","","","","",5306429.200061217,1585762,1342183,659786,3.6036893210883223,8.042652011502543,2.034270202762714,3.953580994589573,1.1814797237038466,3.3462961024802063,225016,34.10439142388593,"","",3471024.979999932,1063676.789999987,"","","","",772569.8499999997,74220,182683,231100
0004150893483,SAN PEL SPKL MNRL WTR 6PK,6/16.9 FO,SPARKLING WATER,N,1094023.9599992684,209481,163825,72391,0.398760384069415,15.11270682818677,2.2630575624041662,6.678003723480961,1.2786876239890126,5.222545051815049,22882,31.608901659046012,1071609.1299994087,213835,154166,72820,0.3977360179840912,14.715862812406053,2.1170832188959077,6.951008198950539,1.3870438358652362,5.011383216028287,22814,31.329305135951664,737818.6999999955,65597.5,686775.0699999975,68421.13000000002,55129.720000000096,2830,7466,10667,106521.37000000004,6490,13877,21520
0007431219491,NTRB MELATONIN 10MG,60 CT,VITAMIN PRODUCTS,N,578038.4899999123,76329,45668,33086,0.18225174493128515,17.47078794656085,1.380281690140845,12.657407593936943,1.6713891565209775,7.572986545086564,6512,19.682040742307922,675213.209999851,82549,50091,36961,0.2018775193725624,18.268261410672086,1.3552393062958252,13.479731089414285,1.6479806751711885,8.179544391813964,6869,18.58445388382349,383001.83000000013,119798.56999999998,436917.0800000001,131428.0,21165.680000000048,1147,1551,2415,67900.34999999992,3495,4703,7127
0026952940000,SHRIMP RED 16/25 RW SC,1.00 RW,SEAFOOD - SHRIMP,N,391302.5499999981,43056,41772,24885,0.13707715265112227,15.724434398231791,1.678601567209162,9.367579957866468,1.030738293593795,9.088223476402781,6925,27.828008840667067,410844.3199999966,45541,43755,26665,0.14564173193553684,15.407624976560907,1.6409150571910744,9.389654210947242,1.0408181922066049,9.021416306185559,6985,26.195387211700734,247714.3,97905.41999999991,234506.32999999987,101732.81000000003,129.57999999999998,13,13,13,292.20000000000005,25,26,26
0007431204902,NTRB LUTEIN 20MG,40 CT,VITAMIN PRODUCTS,N,342159.4599999869,38755,20154,10275,0.05659906544063819,33.30019075425663,1.9614598540145984,16.977248188944476,1.9229433363104098,8.828782350664094,4396,42.78345498783455,"","","","","","","","","","","","",227143.10999999996,73822.37999999998,"","",3487.409999999988,128,201,337,"","","",""
0001299322125,LACROIX LIME SPRKL 8PK,8/12 FO,SPARKLING WATER,N,3702315.2200058205,1136800,920802,400744,2.2074682122572367,9.238604246116774,2.2977312199309283,4.020750628262993,1.2345759457516383,3.25678678747873,144886,36.154253089253984,4386903.230017729,1273256,974006,399076,2.1797157252543147,10.992651099083204,2.4406529082179835,4.5039796777614605,1.3072363003924001,3.4454212114592266,152878,38.307991460273236,2582712.259999984,289846.4700000004,2925275.48999997,273142.2300000001,268150.5500000001,22384,59799,80952,722169.5499999996,55590,147458,209395
0026953240000,SHRPNK PD31/40 PF RW SC,1 LB,SEAFOOD - SHRIMP,N,1015625.4899999199,118817,114465,73044,0.40235738550325795,13.904297272875526,1.5670691637916871,8.872803826496483,1.0380203555672038,8.547812939225194,18341,25.109523027216476,991325.1699999444,107954,104857,66784,0.36476795145632446,14.843752545519052,1.57009163871586,9.454067634969,1.029535462582374,9.182847972283977,16856,25.239578342117873,653820.4299999997,118975.52999999991,589977.9899999999,92221.12999999993,860.2500000000002,62,62,73,1100.0400000000004,96,99,103
0009955508531,GRNMTN CRML VAN CR CF KCP,12 CT,COFFEE,N,"","","","","","","","","","","","",1309725.2299990794,215136,186995,105435,0.5758760925041563,12.42211058945397,1.773557167923365,7.004065509768065,1.150490654830343,6.087894308712068,30236,28.67738417034192,"","",898989.7699999919,304518.9800000004,"","","","",186963.68000000025,12320,24338,29488
0007667710033,FAMS CHOC CHIP CKIE CUP,2.7 OZ,CKIE/CRACKER MLTI PK/SNGL SRV,N,237693.11000000022,236822,166602,111345,0.6133355660815435,2.1347443531366492,1.4962683551124882,1.4267122243430463,1.4214835356118174,1.0036783322495386,20525,18.43369706767255,167541.60000000877,156986,107593,72649,0.3968020320039308,2.306179025175966,1.4809976737463695,1.5571793704052193,1.459072616248269,1.06723911686398,12955,17.832317031204834,148675.33,87535.92999999998,102658.89000000007,58203.79999999996,7922.16,2051,3551,8134,9149.019999999973,2055,3864,8589
0001111058711,KRO AGED WHITE CHDDR SLCE,6 OZ,CHEESE,N,2213799.299996467,1045248,929663,446413,2.4590324672069697,4.9590834048212455,2.0825177582194065,2.3812922532105363,1.1243299991502298,2.1179655928511387,146825,32.88994720135838,"","","","","","","","","","","","",1540785.7499999895,787940.6899999987,"","",152462.87000000017,25149,60141,70659,"","","",""
0001410009654,PFRM GLDFSH FB EX CHD 9CT,8.1 OZ,CKIE/CRACKER MLTI PK/SNGL SRV,N,764271.5299994388,143203,131983,75072,0.4135284711201547,10.180513773436685,1.7580855711849956,5.790681602929459,1.0850109483797157,5.33697988170247,19528,26.01236146632566,657080.0199993973,123933,114884,70284,0.38388462356487046,9.34892749415795,1.6345683228046213,5.71950854774727,1.0787664078548798,5.3018971541025985,15783,22.456035513061295,600429.5399999976,89596.95000000013,490374.9900000007,83366.32,66103.71000000006,5180,11003,12512,102720.04999999983,7427,17238,19486
0002840058932,FRITOS SCOOPS CORN CHIPS,9.25 OZ,BAG SNACKS,N,5371022.990051821,2195748,1823978,975066,5.371077794933461,5.508368654072464,1.8706200400793382,2.944675314094699,1.2038237303300807,2.4461017339202042,343671,35.24592181452332,6452464.980094902,2367368,1987113,1026377,5.605975019643746,6.286642218302731,1.9360459168512154,3.24715553674849,1.1913605315852698,2.7255859587925926,375317,36.56716781455547,3450082.25999994,1836252.4099999655,3948556.7599998238,1886306.039999943,204001.7600000002,36853,66937,77937,583252.8399999997,85314,174199,208581
0007478033356,PERRIER LIME CM WATER 8PK,8/11.15 FO,SPARKLING WATER,N,1031166.3799992321,196054,161344,77117,0.4247931999596783,13.371453505702142,2.092197569926216,6.391104596385562,1.2151304046013487,5.25960388464011,23608,30.61322406213935,1290685.4799992195,240953,187047,86579,0.4728863869959439,14.90760438442601,2.160419963270539,6.9003270835630595,1.28819494565537,5.3565860561985925,28201,32.57256378567551,707779.489999996,71922.33000000009,837465.8799999944,86951.98000000005,69029.6400000001,4024,9591,13154,173680.59000000003,9794,23272,31813
0001111001696,KRO SELTZER MND ORNG 12PK,12/12 FO,SPARKLING WATER,N,1587745.7699990845,566626,477187,161741,0.8909381453464,9.816594246351169,2.9503156280720413,3.3273030698637736,1.1874296659380914,2.8021053922677117,69156,42.7572476984809,1957405.3999995037,699466,570128,188931,1.0319234223256295,10.36042470531307,3.0176519470071086,3.433273580668734,1.2268578284174783,2.798428229534393,84438,44.69250678819252,1081474.7599999746,386548.0000000002,1306538.5399999716,440340.9199999995,109460.84000000016,11678,32399,41153,380790.40000000026,36152,104050,135866
0080262208175,RAW WHITE SHRIMP 13/15CT,2 LB,SEAFOOD - SHRIMP,N,370992.0699999739,24330,18425,16343,0.09002418749356203,22.70036529400807,1.1273939913112647,20.135254816823547,1.3204884667571235,15.24833826551475,1592,9.741173591139937,"","","","","","","","","","","","",179703.13999999998,86332.17999999995,"","",478.61,26,26,34,"","","",""
0007431251697,NTRB BIOTIN 10000MCG SFGL,120 CT,VITAMIN PRODUCTS,N,364488.5299999253,38561,23130,19711,0.10857656242339847,18.49163056161155,1.1734564456394907,15.75825897103006,1.6671422395157804,9.452258240188929,2654,13.46456293440211,424293.13999989274,43251,26625,22793,0.12449323067716823,18.61506339665216,1.1681217917781774,15.935892582155596,1.6244507042253522,9.810019190305258,2951,12.946957399201509,241076.47000000026,69897.63000000005,266542.55,78689.54,10578.119999999937,560,643,1005,31961.860000000197,1689,1926,2801
0002840031040,LAYS BARBECUE POTATO CHIP,12.5 OZ,BAG SNACKS,N,"","","","","","","","","","","","",4033343.3300449653,1048917,991677,557469,3.044843452479722,7.235098866564715,1.7788917410654226,4.0671945906227185,1.05772040694702,3.8452454579770996,163658,29.357327492649816,"","",2461878.939999904,778531.5799999877,"","","","",485159.75000000047,55840,115093,128457
0001111058152,KRO STRING CHEESE 12CT,12 OZ,CHEESE,N,3677498.650016995,1118996,1091589,597392,3.2906889442057157,6.155922158343257,1.8272574791761524,3.3689407368679927,1.025107435124392,3.2864269845620493,190366,31.866178321771972,3902322.24000626,1100765,1040796,581422,3.175672494484294,6.711686589097523,1.7900870624090592,3.7493632181582752,1.0576183997632582,3.5451002166731866,186330,32.04729095218275,2714778.2400000053,1339751.7399999858,2793801.1799999867,1327483.1999999925,364730.6700000001,47610,106059,111830,796715.6999999998,105578,202419,229359
0002840006405,TOSTITO BITE SIZE ROUNDS,12 OZ,BAG SNACKS,N,3137914.230003628,1096541,955619,473934,2.6106298277901137,6.620994125772002,2.0163545978975974,3.283645710271173,1.147466720523556,2.8616478818426563,152136,32.10067224550254,3862758.6800291096,1269188,1106139,528212,2.885044459371228,7.312894595406976,2.094119406601895,3.492109653514712,1.1474037168927234,3.043488183018678,177372,33.57969906022582,2206136.8899999247,605588.5699999975,2597253.1399998846,626039.4599999964,213653.83999999962,25647,61021,74544,538512.5300000003,60074,144809,179107
0004400003215,NBSC RTZ BITS CHS GO-PAK,3 OZ,CKIE/CRACKER MLTI PK/SNGL SRV,N,252322.83,253020,175212,110248,0.6072928240096815,2.2886839670560915,1.589253319788114,1.4401001643723033,1.4440791726594069,0.9972446051695517,23019,20.879290327262172,248896.27000000086,248728,162193,100844,0.5508004806040606,2.4681316687160453,1.6083554797509023,1.5345685078887552,1.5335310401805258,1.0006765221446756,21071,20.89464916108048,151808.15000000008,110725.44000000002,148584.5200000001,105284.74999999999,8778.859999999995,1994,3621,8906,13847.53,2909,5422,13856
0002840064644,LAYS FAMILY SIZE LT SALT,9.5 OZ,BAG SNACKS,N,2594643.0199981295,903806,754054,305504,1.6828458285524797,8.492991973912385,2.4682295485492824,3.4409246817842347,1.1985958565301689,2.8707964098469465,122787,40.19161778569184,"","","","","","","","","","","","",1657627.36999996,672334.3499999974,"","",91068.37999999992,8654,24206,29731,"","","",""
0001410009589,PFRM GLDFSH CHEDDAR 9CT,9 OZ,CKIE/CRACKER MLTI PK/SNGL SRV,N,1531952.8599985363,286973,262445,139379,0.7677587486180739,10.99127458224364,1.8829594128240266,5.837233934723604,1.0934595820076587,5.338317054212544,38168,27.384326189741643,1093631.1899990854,206386,190620,110851,0.605457777115552,9.865776492761322,1.719605596701879,5.737232137231588,1.0827090546637288,5.298960152331483,26982,24.340781770123858,1205259.0899999777,162855.16000000006,819694.0999999917,120792.88000000015,278629.0200000002,16465,46292,52497,276147.72000000015,20625,46979,52389
0001111009114,KRO REST STYL WHT TORTLLA,10 OZ,BAG SNACKS,N,3492032.700010575,2827985,2123778,1017850,5.606750244160931,3.430793044172103,2.086533379181608,1.64425504926154,1.3315822086865954,1.2348130205819956,383128,37.64090976077025,3395586.2900024583,3099467,2192486,989384,5.403922719269048,3.432020620914082,2.2160111746298705,1.548737957734945,1.4136769858507647,1.0955387781197408,389739,39.39208638910676,2240452.4999999837,1819844.8399999829,2144375.1599999988,1686208.0499999954,241975.66999999972,62133,138048,200824,572911.9200000004,149945,342245,520878
0002724179000,RAW WHITE SHRIMP 13/15CT,2 LB,SEAFOOD - SHRIMP,N,242068.77000002607,16160,12047,10837,0.059694800212184526,22.337249238721608,1.1116545169327305,20.09369718602358,1.3414127998671868,14.97950309406102,961,8.867767832425947,"","","","","","","","","","","","",127924.37999999995,74358.56999999998,"","",638.9500000000002,35,35,44,"","","",""
0002840031041,LAYS CLASSIC POTATO CHIPS,13 OZ,BAG SNACKS,N,"","","","","","","","","","","","",1.0243898160166057E7,2661806,2438478,1027216,5.61055755904348,9.97248695519351,2.373870734100715,4.200939340099052,1.091584996870999,3.848476620822876,403418,39.272947461877536,"","",6311526.300000554,2198547.639999915,"","","","",1491099.8900000006,137871,337827,391958
0004400003213,NBSC TDDY GRHM HNY GO-PAK,2.75 OZ,CKIE/CRACKER MLTI PK/SNGL SRV,N,289620.7100000057,289201,211939,146463,0.8067804303291669,1.977432593897474,1.44704805991957,1.3665286238021588,1.3645482898381138,1.0014512743732067,29320,20.018707796508334,299751.73000000615,299087,206186,143085,0.7815168653289439,2.094920711465256,1.4410035992591816,1.453792837535071,1.450568903805302,1.0022225305680492,28309,19.78474333438166,181111.7,105429.83,183019.47000000003,105018.65999999997,10998.929999999997,2867,4657,11003,15021.79999999999,4061,6559,15028
0001111085665,KRO SS CLMBN COFF PODS,12 CT,COFFEE,N,1859363.2399989648,451393,375929,165141,0.9096667898717693,11.259246583216553,2.276412277992746,4.946048961370272,1.2007400333573628,4.1191672001979756,58487,35.416401741542074,1328819.5699996566,309095,260088,122942,0.6714976863911033,10.808507832959092,2.1155341543166695,5.109115260987268,1.1884246870290056,4.299065238841316,40045,32.572269850823965,1280741.3299999752,904276.3999999878,885130.5399999889,618493.8299999969,111219.62000000007,8817,20769,26516,193458.96000000014,14815,32889,43649
0002100005534,KRFT FNLY SHRD TRPL CHDDR,8 OZ,CHEESE,N,"","","","","","","","","","","","",2505493.50000188,885116,721537,468103,2.556734732579059,5.352440595343076,1.541406485324811,3.4724393898052073,1.2267090946133046,2.8306950727383526,110050,23.50978310329137,"","",1588776.9799999697,581548.3499999986,"","","","",259368.15999999977,39229,67821,88705
0005400034069,SCOTT 1000 BATH TISSUE,15 CT,BATH TISSUE,N,1625760.2799991749,130167,123570,70497,0.3883274273838122,23.06141084016589,1.75284054640623,13.156593671596463,1.0533867443554261,12.489803713684536,21490,30.48356667659617,"","","","","","","","","","","","",1053910.0799999929,339923.0500000001,"","",88343.55000000012,3838,6839,7551,"","","",""
0076211189531,STBK BLNDE VERANDA KCUP,10 CT,COFFEE,N,1356591.1599989953,215053,179491,85636,0.4717194713454493,15.841365313641404,2.0959759914054836,7.557989871352855,1.1981269255840126,6.3081712880034,28244,32.981456396842454,1367028.5099989523,216317,180109,90654,0.4951436552366082,15.079627043472458,1.9867738875284047,7.590006662626256,1.201033818409963,6.319561153302571,28474,31.409535155646743,1000383.3899999897,215901.53000000032,953152.88999999,218260.54000000007,101744.18999999994,4986,12610,15386,175413.10000000006,8585,20907,26391
0001657191032,SPKLN ICE KIWI STRWB WTR,17 FO,SPARKLING WATER,N,1871961.8499984392,1954068,1104635,519671,2.862568655630354,3.602205722463711,2.125642954869523,1.6946428910893092,1.7689716512694238,0.9579819381917309,174907,33.65725622557349,2178948.929996568,2238508,1120085,519392,2.836870445657692,4.1951915508836635,2.156531097899082,1.9453424784695517,1.9985161840396042,0.9733934075717253,177672,34.207688990203934,1219673.8300000138,556940.4200000041,1374052.9100000125,582507.3400000026,83501.42999999993,13946,33171,87036,208421.4800000001,30417,73526,213565
0001111050174,KRO SHRD CLBYJCK CHS,8 OZ,CHEESE,N,6470992.45004889,3362894,2707684,1232351,6.788312885142181,5.250932932296797,2.197169475255021,2.3898624987439043,1.2419817083529687,1.9242332497095924,478508,38.8288726182719,7028892.4500088515,3331620,2601584,1173941,6.411955763365312,5.987432460412279,2.216111371866218,2.7017741691249837,1.280612119385728,2.109752147606525,451246,38.43855866691767,4250676.969999966,3145025.579999949,4556839.760000032,3079231.7499999986,459895.3000000005,66300,171056,229996,982391.1800000009,136114,323086,445209
0002100060464,KRFT SNGLS AMERICAN 16CT,12 OZ,CHEESE,N,9128195.90011434,3368947,2750406,1405485,7.742008514923149,6.494694642855912,1.9569088250675033,3.3188539801448735,1.2248907979403767,2.7095100932470415,542284,38.58340715126807,1.1957092889906202E7,3507582,3084751,1486864,8.121111873714609,8.041820159682528,2.074669236729116,3.8761938613217732,1.1370713551920397,3.408927543221,602283,40.5069327120705,5690154.370000204,3698472.5099999188,7377214.120000402,3648643.2000000873,536728.1999999996,82311,161511,191338,1631912.9000000032,200750,417001,475601
0002840004380,LAYS WAVY REGULAR POTATO,7.75 OZ,BAG SNACKS,N,"","","","","","","","","","","","",5351932.770064604,2147332,1813769,960734,5.247439103294807,5.570670726824078,1.8878992520302185,2.9507245796265145,1.1839059990550065,2.492363905564954,322459,33.563816831714085,"","",3243263.0799998874,1764852.4799999674,"","","","",381817.2300000003,63711,119920,146431
0003160402732,NTMD VIT B12 1000MCG SFGL,90 CT,VITAMIN PRODUCTS,N,415561.649999988,42276,26997,22452,0.12367515496576238,18.50889230358044,1.2024318546231962,15.392882542504278,1.5659517724191576,9.829729633834516,3389,15.094423659362194,455930.3800000039,45844,29756,25918,0.14156168791694146,17.591263986418856,1.1480824137664942,15.322300712461484,1.5406640677510417,9.945257394642786,2993,11.547958947449649,282346.59000000014,76084.32,291911.9700000002,84166.74999999999,14931.989999999922,768,961,1399,37972.84000000004,2070,2399,3353
0002100005495,KRFT SHRD MOZZARELLA CHSE,8 OZ,CHEESE,N,2329979.0999981468,884059,678173,457522,2.520225558981184,5.092605601475222,1.4822740764378544,3.435670691693929,1.3035892021652293,2.6355470619021433,97004,21.20204055761253,2958901.3700093008,1034595,770345,509326,2.7818908966735134,5.809444972393518,1.5124792372665052,3.841008080807042,1.3430281237627297,2.859961018571809,114213,22.42434118815847,1574427.0999999708,442245.00000000116,1888701.0099999653,529894.0499999996,175886.1500000002,26823,48252,64751,558382.2299999995,80118,139009,190605
0001299322109,LACROIX HIBISCUS 8PK,8/12FO,SPARKLING WATER,N,"","","","","","","","","","","","",1259776.1899999182,373038,318413,170767,0.9327133559885925,7.377164147639288,1.8646049880831777,3.956421973976936,1.171553925248027,3.3770720141109436,51996,30.44850585886032,"","",822883.9599999924,109776.14000000007,"","","","",144691.14999999994,17212,35492,42907
0002840058989,CHEETOS CRNCH FLM HT SNK,8.5 OZ,BAG SNACKS,N,6136600.540036998,2457717,2050563,903361,4.976096190318282,6.793076677028339,2.2699264192277506,2.9926417964417564,1.1985571767363403,2.4968702824763787,353793,39.1640772625783,7568026.460124229,2715264,2292688,1004202,5.484857247070315,7.53635868094689,2.2830944371749906,3.30094040712222,1.184314655984591,2.7872157035648204,401315,39.96357306597677,3360804.7799999467,2429318.9699999643,4096653.1899998267,2619935.4199998965,151724.69000000018,22601,48486,59638,429427.76000000036,57447,121131,151767
0001657195029,SPKLN ICE STRWB LEMONADE,17 FO,SPARKLING WATER,N,1236775.4100004456,1283079,701055,345129,1.9011171636459383,3.583516337370796,2.031283954695201,1.7641631683683099,1.8302116096454628,0.9639121285598514,108332,31.38884301232293,1499964.8899999722,1534248,736990,357754,1.9540188324345036,4.192727097390867,2.0600468478339864,2.0352581310465165,2.0817758721285227,0.9776547794098296,114320,31.9549187430469,847501.3900000056,327327.3200000001,991341.8200000052,359105.7100000007,78384.31999999998,11887,28826,81539,187893.74000000014,27441,65583,192032
0002840014740,SUNCHIPS GRDN SALSA SNCKS,7 OZ,BAG SNACKS,N,2583995.5000040387,928542,819591,419799,2.312431247972211,6.155315996474595,1.9523414777071884,3.1527865728199047,1.1329333777457293,2.7828525796399504,140856,33.55320046022025,3647669.8300222238,1281460,1118952,547004,2.9876846028751696,6.668451839515294,2.0456011290593854,3.2598983960189747,1.1452323245322409,2.8464952710363365,196495,35.92204078946406,1696058.9499999708,629019.8199999966,2304916.2599999327,816880.9299999888,188554.47999999995,23113,56709,65246,517550.10000000015,63411,151513,178731
0001111081586,CTO BATH TISSUE,4 ROLL,BATH TISSUE,N,1303322.3300005696,1710200,1151413,364792,2.0094293216760373,3.5727821059687974,3.15635485427312,1.1319329641063367,1.4853054464384197,0.7620876681093262,143119,39.233042391280506,525553.229998448,699927,467461,339351,1.853503370487769,1.5487009910047356,1.3775147266399685,1.1242718216031884,1.4972949615048101,0.7508686334409846,57504,16.945286738509687,634206.079999995,995593.0899999887,267890.25999999925,277377.59999999945,18543.349999999984,4478,11626,24611,4863.90999999998,2864,3688,6356
0004610000123,SRGNTO PROVOLONE CHS 12CT,8 OZ,CHEESE,N,3432386.1000223504,1117288,1024973,626788,3.4526146014021144,5.476151585579734,1.6352785949954372,3.348757577050664,1.0900657870987822,3.072069242686174,165699,26.436211286750865,4157612.0700239255,1349955,1214292,713977,3.899675486298098,5.823173673695266,1.700743861496939,3.4238980986648397,1.111721892263146,3.0798153049723327,207676,29.087211492807192,2365398.349999982,645924.1699999957,2706473.9299999783,681683.5599999971,283693.7299999998,44271,80503,88583,788123.5900000007,116150,216521,246244
0026947900000,SHRWHT 21/25 FR FZ RW BA,1 RW,SEAFOOD - SHRIMP,N,474226.78999999416,67331,55697,43200,0.2379639539693985,10.977471990740606,1.2892824074074074,8.514404546025713,1.2088801910336284,7.043216200561319,6654,15.402777777777779,471234.72999999864,67443,55454,43518,0.23769123909134415,10.82850153959278,1.2742773105381682,8.497759043531552,1.2161972084971329,6.987155523923886,6460,14.844432188979273,270447.3300000001,110426.58999999997,258004.92,111371.49999999996,3956.3299999999954,395,414,492,14315.139999999983,1377,1523,1873
0076211120625,STBK BRKFST BLD GRD CFE,12 OZ,COFFEE,N,1505730.0799987672,233990,200518,111257,0.612850824693828,13.53380083948666,1.8022955858957188,7.50920156793289,1.1669276573674183,6.435018932427742,30227,27.168627591971738,1654385.4799991432,257663,217262,125357,0.684688190146,13.197392088189277,1.7331461346394696,7.614702433003209,1.1859552061566219,6.420733593877054,32920,26.26099858803258,1073228.809999986,209971.55000000037,1122666.0499999865,206233.67000000016,103058.46999999999,5502,12896,15397,288242.28999999975,18334,35195,43416
0007336077202,LACROIX CUR CHRY LME 8PK,8/12 FO,SPARKLING WATER,N,871245.1399997289,206489,181000,92695,0.5106034424350323,9.399052160307772,1.9526403797400076,4.813509060771983,1.1408232044198896,4.21932955266251,27519,29.687685419925565,"","","","","","","","","","","","",617298.5799999988,56195.86000000004,"","",82313.09999999982,6849,16108,19554,"","","",""
0001657194033,SPKLN ICE COCO PNAPL WTR,17 FO,SPARKLING WATER,N,1871383.5199993104,1944516,861041,339381,1.8694547375483435,5.51410809679773,2.537092530224143,2.1733965281552337,2.25833148479573,0.9623903943188487,122326,36.04385631487915,2170480.9899989706,2222020,889835,352964,1.9278563011773795,6.149298483695138,2.5210361396629684,2.4391948956817506,2.4971146336118495,0.9768053347850022,129226,36.611665778946296,1240591.6800000097,488932.300000002,1366765.7000000088,504570.77000000136,91024.46999999994,10385,28358,94489,218935.32000000007,23491,65181,224116
0004400002952,NBSC OREO DBL STF CKY KS,4.1 OZ,CKIE/CRACKER MLTI PK/SNGL SRV,N,62534.99000001434,37049,33761,22631,0.12466116301577447,2.7632446643990254,1.4918032786885247,1.852284884926819,1.0973904801398062,1.687899538449468,3650,16.128319561663204,"","","","","","","","","","","","",35412.08999999999,17686.92999999999,"","",163.92,54,81,105,"","","",""
0002100005496,KRFT SHRD MEXICN 4 CHEESE,8 OZ,CHEESE,N,3864552.0700175366,1431568,1166969,721157,3.972439147053461,5.358822101175662,1.6181899364493446,3.311615021493747,1.2267403847060205,2.6995239276216965,186422,25.85040428089861,4704911.550037462,1643385,1290664,771755,4.215253509465975,6.09637974491576,1.6723753004515682,3.64534189381393,1.273286463401784,2.862939329516493,211026,27.343651806596654,2527246.4899999457,664221.929999997,2927369.999999942,834652.5599999905,244856.27,33378,68925,90050,532041.9399999996,73670,136973,182735
0001410004807,PFRM CHESSMEN COOKIES 8CT,7.2 OZ,CKIE/CRACKER MLTI PK/SNGL SRV,N,141156.22000001895,25142,23589,16165,0.08904368786841034,8.732212805445032,1.459263841633158,5.983984908220736,1.06583577091017,5.614359239520283,3090,19.115372718836994,134070.37000003102,24143,22292,15901,0.08684977234228282,8.431568454816114,1.401924407269983,6.014281805133278,1.083034272384712,5.5531777326774225,2843,17.879378655430475,101235.04000000007,16860.619999999984,90543.00000000004,19897.11,4700.209999999953,431,781,860,8894.249999999902,855,1401,1611
0002840064549,LAYS FAMILY SIZE CLASSIC,10 OZ,BAG SNACKS,N,8610643.390091334,3055456,2693583,1318769,7.264339944728465,6.529303759863429,2.0424979659060836,3.1967247306250943,1.1343463334896307,2.8181205653399473,494032,37.4616024489505,"","","","","","","","","","","","",5325179.770000233,2475009.6299999533,"","",315437.52000000054,43933,92390,103972,"","","",""
0003600048985,CTNL GNTL FLSHBL WIPES,84 CT,BATH TISSUE,N,"","","","","","","","","","","","",314664.6399998742,70914,62089,56184,0.3068717444990138,5.600609426168913,1.105101096397551,5.067961152537071,1.1421346776401617,4.437271060719664,4386,7.80649295173003,"","",192491.53000000026,57485.639999999985,"","","","",4474.849999999995,831,854,1101
0001200017152,BUBLY STRWB SPRK WTR 8PK,8/12 FO,SPARKLING WATER,N,1285778.6499993892,389291,342287,184686,1.017328953768341,6.961971400102819,1.8533456786112645,3.7564343664801445,1.137323357299576,3.3028727866798597,57044,30.887019048547266,1671015.2799990752,482382,412106,214328,1.170639457051556,7.796532790858288,1.9227819043708707,4.054819099938062,1.1705289415829907,3.4640912803526565,70814,33.040013437348364,918327.0799999927,187502.30000000013,1115820.9299999909,184148.99000000017,126590.59000000007,15355,32508,38977,124776.3399999999,18631,29333,36106
0001111056408,PRSL SHRMP XXL PNK 16/25,16 OZ,SEAFOOD - SHRIMP,N,249031.11999997904,19046,15702,11962,0.06589177818013761,20.818518642365746,1.3126567463634844,15.859834415996627,1.2129665010826647,13.075245195840546,1996,16.686172880789165,590941.3199998221,42205,36333,25258,0.13795682974790135,23.39620397497118,1.4384749386333042,16.26458921640993,1.1616161616161615,14.00168984717029,5245,20.76569799667432,175766.06000000017,33778.72999999999,399278.96000000014,61212.94000000002,7771.979999999959,467,559,630,83234.62000000037,3884,5463,6463
